label,description,slug,airtableId,tags,created,updated,synced
Energy,,energy,rec8brCpGinFaG4sh,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Engines and Power Transmission Equipment Manufacturing,"This industry includes entities that manufacture turbines, power transmission equipment, and internal combustion engines (except automotive, gasoline and aircraft).",engines-and-power-transmission-equipment-manufacturing,recfReQ0OPLlWj7Fk,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Entertainment,This industry includes entities that are involved in the production and distribution of mass media entertainment.,entertainment,recZZQy5VEFdEK9H4,,2023-02-16 15:33:40,,
Entertainment Providers,,entertainment-providers,recpyATVMGc7vEBSA,,2023-02-16 15:33:40,,
Environmental Quality Programs,,environmental-quality-programs,rec6SB8hDoFrjAnrB,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Environmental Services,"This industry includes entities that provide advice and assistance to businesses and organizations on environmental issues, such as control of environmental contamination from pollutants, toxic substances, and hazardous materials. They employ experts in fields such as air and water quality, asbestos contamination, remediation, ecological restoration, and environmental law. Sanitation or site remediation consulting services are included.",environmental-services,rec71i1NRBNLSLAgs,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Equipment Rental,,equipment-rental,recRKkVLuxc3EhWcU,,2023-02-16 15:33:40,,
Events,"This industry includes entities that organize, promote, and/or manage events, such as business and trade shows, conventions, conferences, and meetings, held in facilities they manage and operate or in facilities that are managed and operated by others.",events,recTOE1rbBHnnlM2N,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Executive Offices,This industry includes government entities that serve as offices of chief executives and their advisory committees and commissions.,executive-offices,rec08P6ex9VGzQLam,,2023-02-16 15:33:40,,
Executive Search,"This industry includes entities that provide executive search, recruitment, and placement services for clients with specific executive and senior management position requirements, including developing a search strategy and position specification based on the culture and needs of the client; researching, identifying, screening, and interviewing candidates; verifying candidate qualifications; and assisting in final offer negotiations and assimilation of the selected candidate.",executive-search,recbcEvVYsqw23qNm,,2023-02-16 15:33:40,,
Fabricated Metal Products,"This industry includes entities that transform metal into intermediate or end products, or treat metals and metal formed products fabricated elsewhere. This industry does not include machinery, computers and electronics, or metal furniture. This industry includes firearms manufacturing.",fabricated-metal-products,recriIOlHUNlcwHAn,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Facilities Services,,facilities-services,rectLa0SDIBc6ZufS,,2023-02-16 15:33:40,,
Family Planning Centers,"This industry includes entities with medical staff that provide a range of family planning services on an outpatient basis, such as contraceptive services, genetic and prenatal counseling, voluntary sterilization, and therapeutic and medically induced termination of pregnancy.",family-planning-centers,recyiVOtalz7lVmJ0,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Farming,,farming,rec7INXQ9jagR2BUn,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Farming, Ranching, Forestry",,farming-ranching-forestry,reczvUFm8ebBGOs9E,,2023-02-16 15:33:40,,
Fashion Accessories Manufacturing,"This industry includes entities that manufacture apparel and accessories (except apparel knitting mills and cut and sew apparel), including jobbers who perform entrepreneurial functions in apparel accessories manufacturing. Example products include belts, caps, gloves (except medical, sporting, safety), hats, and neckties.",fashion-accessories-manufacturing,recyZdBjiwgMLMnvl,,2023-02-16 15:33:40,,
Finance,,finance,recIDJkNVlNuxY0Pj,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Financial Markets,,financial-markets,recKrFy2LXCB2t9yh,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Fine Art,"This industry includes entities that produce and/or sell products related to the visual arts such as painting, drawing, printmaking, sculpture, ceramics, and photography.",fine-art,rechIf33DZSliEwer,,2023-02-16 15:33:40,,
Fine Arts Schools,"This industry includes entities that offer instruction in the arts, including dance, art, drama, and music.",fine-arts-schools,recZhIcP6dRhlv46S,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Fintech,,fintech,rec6ef1KYjGd3DRLV,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Fire Protection,This industry includes government entities that offer firefighting and other related fire protection activities.,fire-protection,recO9DpB5rWseFFgH,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Fisheries,"This industry includes entities that commercially catch finfish, shellfish, or miscellaneous marine products from a natural habitat, such as bluefish, eels, salmon, tuna, clams, crabs, lobsters, mussels, oysters, shrimp, frogs, sea urchins, and turtles.",fisheries,rec3WkmlhGuVqhhck,,2023-02-16 15:33:40,,
Flight Training,This industry includes entities that offer aviation and flight training.,flight-training,recgaVqj5fwMRsNAC,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Food and Beverage Manufacturing,,food-and-beverage-manufacturing,recBFar3LfegouLej,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Food and Beverage Retail,This industry includes entities that primarily retail food and/or beverage merchandise from fixed point-of-sale locations and guarantee the proper storage and sanitary conditions required by regulatory authority.,food-and-beverage-retail,recjAmALp8SM2iW7h,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Food & Beverages,"This industry includes entities that prepare, present and serve food and beverages to customers.",food-and-beverages,recat1byOtRPzJtec,,2023-02-16 15:33:40,,
Food Production,This industry includes entities that transform livestock and agricultural products into products for intermediate or final consumption.,food-production,recIKJvC2CaeikAmk,,2023-02-16 15:33:40,,
Food-Tech,,food-tech,recXcYaPHBOdWii1l,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Footwear and Leather Goods Repair,"This industry includes entities that repair footwear and/or other leather or leather-like goods without retailing new footwear and leather or leather-like goods, such as handbags and briefcases.",footwear-and-leather-goods-repair,recCWxYHQnBCVDP0H,,2023-02-16 15:33:40,,
Footwear Manufacturing,This industry includes entities that manufacture footwear (except orthopedic extension footwear).,footwear-manufacturing,rec23XRfWaoL10enA,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Forestry and Logging,"This industry includes entities that grow and harvest timber on a long production cycle (i.e., of 10 years or more).",forestry-and-logging,recfMAbtgxlIHs274,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Fossil Fuel Electric Power Generation,"This industry includes entities that operate fossil-fuel-powered electric power generation facilities. These facilities use fossil fuels (coal, oil, or gas) in internal combustion or combustion-turbine conventional steam processes to produce electric energy provided to transmission or electric power distribution systems.",fossil-fuel-electric-power-generation,recfCBEAOIfNROdjo,,2023-02-16 15:33:40,,
Freight and Package Transportation,"This industry includes entities that primarily provide a variety of transportation services for freight, packages, and mail.",freight-and-package-transportation,recWqDZTOUjteByER,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Fruit and Vegetable Preserves Manufacturing,"This industry includes entities that freeze food and use preservation processes such as pickling, canning, and dehydrating. Production processes begin with inputs of vegetable or animal origin.",fruit-and-vegetable-preserves-manufacturing,reccdY0v5U4jlpQLV,,2023-02-16 15:33:40,,
Fundraising,"This industry includes entities that provide business support services, in particular fundraising organization services on a contract or fee basis.",fundraising,rec7KxoosDXBUTHyV,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Funds and Trusts,,funds-and-trusts,recXAOqmGMHtFffGb,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Furniture,"This industry includes entities that participate in the design, manufacture, distribution, and sale of household furniture (such as baby furniture, box springs, and mattresses) and outdoor furniture; office furniture (except those sold in combination with office supplies and equipment), and other furniture objects.",furniture,recINDJG9hAAkJpa1,,2023-02-16 15:33:40,,
Furniture and Home Furnishings Manufacturing,,furniture-and-home-furnishings-manufacturing,rectthmBznpGPr0ai,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Gambling Facilities and Casinos,"This industry includes entities that operate gambling facilities, such as casinos, bingo halls, and video gaming terminals, or that provision gambling services, such as lotteries and off-track betting.",gambling-facilities-and-casinos,recHoSMhatuhWX1sS,,2023-02-16 15:33:40,,
Geothermal Electric Power Generation,This industry includes entities that operate geothermal electric power generation facilities. These facilities use heat derived from the Earth to produce electric energy provided to transmission or electric power distribution systems.,geothermal-electric-power-generation,receTjKQamxONjcvJ,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Glass, Ceramics and Concrete Manufacturing","This industry includes entities that transform mined or quarried nonmetallic minerals, such as sand, gravel, stone, clay, and refractory materials, into products for intermediate or final consumption.",glass-ceramics-and-concrete-manufacturing,recJ22kvgDNtTRAOd,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Glass Product Manufacturing,"This industry includes entities that manufacture glass and/or glass products by melting silica sand or cullet, or from purchased glass.",glass-product-manufacturing,rec5xslgUDldfrwqX,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Golf Courses and Country Clubs,"This industry includes entities that
1. Operate golf courses (except miniature) and
2. Operate golf courses along with dining facilities and other recreational facilities that are known as country clubs.",golf-courses-and-country-clubs,recn6GdLh9VosQfyG,,2023-02-16 15:33:40,,
Government Administration,,government-administration,recl1qCenXKZrLyL7,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Government Relations,"This industry includes entities that monitor and engage in the federal and state legislative process, facilitate relationships with members of local, state, and federal administrative agencies, departments, commissions, and boards; and engage in grassroots lobbying and legislative policy strategies.",government-relations,recYxbcSmXopL4BEd,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Graphic Design,"This industry includes entities that plan, design, and manage the production of visual communication to convey specific messages or concepts, clarify complex information, or project visual identities, such as in the design of printed materials, packaging, advertising, signage systems, and logos. Commercial artists engaged exclusively in generating drawings and illustrations requiring technical accuracy or interpretative skills are included.",graphic-design,reczJUWqRebVihcqv,,2023-02-16 15:33:40,,
Green-Tech,,green-tech,recBXSe6cw9drK3zO,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Ground Passenger Transportation,,ground-passenger-transportation,recPF0K9wyMTtGRqQ,,2023-02-16 15:33:40,,
Health and Human Services,,health-and-human-services,reclXuiQykccMTPXw,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Health, Wellness and Fitness",This industry includes entities that produce and deliver products and services that promote physical and mental wellbeing.,health-wellness-and-fitness,recgtmBHhKvjQUEYH,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Healthcare,,healthcare,recB53kWseVNJu3nT,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Higher Education,"This industry includes entities that furnish academic courses and grant degrees at baccalaureate or graduate levels, where the requirement for admission is at least a high school diploma or equivalent general academic training.",higher-education,rec5bKOMRkM2hBfJd,,2023-02-16 15:33:40,,
"Highway, Street, and Bridge Construction","This industry includes entities that construct highways (including elevated), streets, roads, airport runways, public sidewalks, or bridges. The work performed may include new work, reconstruction, rehabilitation, and repairs.",highway-street-and-bridge-construction,rec0TNhlewKvybIEI,,2023-02-16 15:33:40,,
Historical Sites,"This industry includes entities that preserve and exhibit sites, buildings, forts, or communities that describe events or persons of particular historical interest, such as archeological sites, battlefields, historical ships, and pioneer villages.",historical-sites,reczWimmMky3J5vsz,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Holding Companies,"This industry includes entities that hold equity interests in companies and enterprises for the purpose of owning a controlling interest or influencing management decisions. Entities in this industry don't have any of their own operations, but rather only have investments in other firms. Parent companies that have their own independent operations and also have subsidiaries are not included in this industry.",holding-companies,recwZcAB4J575Hd8k,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Home Health Care,"This industry includes entities that provide skilled nursing services in the home, along with a range of the following: personal care services; homemaker and companion services; physical therapy; medical social services; medication; support for medical equipment and supplies; counseling; 24-hour home care; occupation and vocational therapy; dietary and nutritional services; speech therapy; audiology; and high-tech care, such as intravenous therapy.",home-health-care,recC0JICbwiSiiTts,,2023-02-16 15:33:40,,
Horticulture,"This industry includes entities that cultivate garden plants, such as fruits, vegetables, flowers, and ornamentals.",horticulture,recnTNuB3hfH5NIJ7,,2023-02-16 15:33:40,,
Hospitals,"This industry includes entities that provide varied medical, diagnostic, and treatment services that include physician, nursing, and other health services to inpatients.",hospitals,recmZs8Fp3Tt9kjZH,,2023-02-16 15:33:40,,
Hotels and Motels,"This industry includes entities that provide short-term lodging specifically in facilities known as hotels, motor hotels, resort hotels, and motels.",hotels-and-motels,recKMtclumvjBdfAV,,2023-02-16 15:33:40,,
Household and Institutional Furniture Manufacturing,"This industry includes entities that manufacture household-type furniture, such as living room, kitchen and bedroom furniture and institutional (i.e., public building) furniture, such as furniture for schools, theaters, and churches.",household-and-institutional-furniture-manufacturing,recqiKYNtsDVYZd2M,,2023-02-16 15:33:40,,
Household Appliance Manufacturing,"This industry includes entities that manufacture small electric appliances, electric housewares, and major household appliances.",household-appliance-manufacturing,recaSO33dyxDesfDB,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Household Services,"This industry includes private households that employ workers on or about the premises in activities primarily concerned with the operation of the household, including cooks, maids, butlers, and outside workers, such as gardeners, caretakers, and other maintenance workers.",household-services,recake12HKPB0EKEt,,2023-02-16 15:33:40,,
Housing and Community Development,,housing-and-community-development,rec2WHCMauGNwrWfY,,2023-02-16 15:33:40,,
Housing Programs,This industry includes government entities that plan and administer housing programs.,housing-programs,recvLZDpiEfip9DHR,,2023-02-16 15:33:40,,
Human Resources,"This industry includes entities that provide advice and assistance to businesses and organizations in:
1. Human resource and personnel policies, practices, and procedures
2. Employee benefits planning, communication, and administration
3. Compensation systems planning
4. Wage and salary administration. Outsourcing firms that provide human resources services to their clients are not included in this industry.",human-resources,rec8nPlnFX36uv7oI,hr,2023-02-24 10:28:27,2023-02-24 10:28:27,
HVAC and Refrigeration Equipment Manufacturing,"This industry includes entities that manufacture ventilating, heating, air-conditioning, and commercial or industrial refrigeration and freezer equipment.",hvac-and-refrigeration-equipment-manufacturing,recbENRiZjJcpZcoQ,,2023-02-16 15:33:40,,
Hydroelectric Power Generation,This industry includes entities that operate hydroelectric power generation facilities. These facilities use water power to drive a turbine and produce electric energy provided to transmission or electric power distribution systems.,hydroelectric-power-generation,recunsor2Ya9V0jPc,,2023-02-16 15:33:40,,
Import and Export,"This industry includes entities that participate in international trade and exchange of goods, products and services.",import-and-export,rec5dMypULmDvwN2e,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Individual and Family,,individual-and-family,recaBn2JHCWEX8lRm,,2023-02-16 15:33:40,,
Industrial Automation,This industry includes entities that produce and/or sell autonomous control systems that use technologies such as robotics and computer software to handle processes and machinery.,industrial-automation,recQjS7RsQliGe7Kv,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Industrial Machinery Manufacturing,"This industry includes entities that manufacture industrial machinery, such as food and beverage manufacturing machinery, semiconductor manufacturing machinery, sawmill and woodworking machinery (except handheld), machinery for making paper and paper products, printing and binding machinery and equipment, textile making machinery, and machinery for making plastics and rubber products.",industrial-machinery-manufacturing,recwAy4odIzPjvtaG,,2023-02-16 15:33:40,,
Industry Associations,"This industry includes entities that promote the business interests of their member companies and may conduct research on new products and services; develop market statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members.",industry-associations,rec6z0W3uOFmYFW8c,,2023-02-16 15:33:40,,
Information Services,,information-services,recqiEMusincbZu3g,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Information Technology and Services,"This industry includes entities that provide functions, maintenance, and support for information technology products, or provide services that support the design, development, application, implementation, support, and management of computer-based information systems.",information-technology-and-services,recp1NRc1oUQnVypI,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Insurance,,insurance,recrVfqX7i8gVRT0W,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Insurance Agencies and Brokerages,"This industry includes entities that primarily act as agents (i.e., brokers) in selling annuities and insurance policies.",insurance-agencies-and-brokerages,recAEae6ArJG3AZgB,,2023-02-16 15:33:40,,
Insurance and Employee Benefit Funds,"This industry includes legal entities (i.e., funds, plans, and/or programs) organized to provide insurance and employee benefits exclusively for the sponsor, firm, or its employees or members.",insurance-and-employee-benefit-funds,recoN0CdETuLlRgK9,,2023-02-16 15:33:40,,
Insurance Carriers,"This industry includes entities that primarily provide underwriting (assuming the risk, assigning premiums, and so forth) annuities and insurance policies and investing premiums to build up a portfolio of financial assets to be used against future claims.",insurance-carriers,rec8nkBPunWjfzu58,,2023-02-16 15:33:40,,
Interior Design,"This industry includes entities that plan, design, and administer projects in interior spaces to meet the physical and aesthetic needs of people using them, taking into consideration building codes, health and safety regulations, traffic patterns and floor planning, mechanical and electrical needs, and interior fittings and furniture.",interior-design,rec3RcfnXCxJIg0Jn,,2023-02-16 15:33:40,,
International Affairs,This industry includes entities of local and foreign governments that focus on international affairs and programs relating to other nations and peoples.,international-affairs,recNJqxOfWEB3rtOV,,2023-02-16 15:33:40,,
International Trade and Development,This industry includes entities that provide working capital funds to exporters; lend funds to foreign buyers of goods; or lend funds to domestic buyers of imported goods.,international-trade-and-development,recZQhYzg3OaZo5ee,,2023-02-16 15:33:40,,
Internet Marketplace Platforms,"This industry includes entities that provide a web-based platform for the buying and selling of goods owned by others, or as a marketplace that creates a trading opportunity between two entities or parties (e.g., matching platforms), generally on a fee or commission basis.",internet-marketplace-platforms,recDV4kP2GWDZlbiT,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Internet News,"This industry includes entities that publish and/or broadcast news content on the Internet exclusively or operate Web sites that use a search engine to generate and maintain extensive databases of news in an easily searchable format, and do not provide traditional (non-Internet) versions of the content that they publish or broadcast.",internet-news,recbMbS9dh9CXXpGV,,2023-02-16 15:33:40,,
Internet Publishing,,internet-publishing,recZaeQceFgETnrjY,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Interurban and Rural Bus,"This industry includes entities that primarily provide bus passenger transportation over regular routes and on regular schedules, principally outside a single metropolitan area.",interurban-and-rural-bus,recr388W4eEtGUGO4,,2023-02-16 15:33:40,,
Investment Advice,"This industry includes entities that provide customized investment advice to clients on a fee basis, but do not have the authority to execute trades.",investment-advice,recot7nDeuNzLb7zG,,2023-02-16 15:33:40,,
Investment Banking,"This industry includes entities that underwrite, originate, and/or maintain markets for issues of securities, and entities that act as principals in buying or selling securities on a spread basis, such as securities dealers or stock option dealers.",investment-banking,recK3vOe8lhJjPzCG,,2023-02-16 15:33:40,,
Investment Management,"This industry includes entities that act as principals or brokers in buying or selling financial contracts (except investment bankers and securities and commodity contracts dealers and brokerages). Also included are investment services (except securities and commodity exchanges) such as portfolio management, investment advice, and trust, fiduciary, and custody services.",investment-management,rec04xplt3BnsrIzs,,2023-02-16 15:33:40,,
IT Services and IT Consulting,,it-services-and-it-consulting,rec3dC6xc6nQLRf0f,,2023-02-27 08:39:16,2023-02-27 08:39:16,
IT System Custom Software Development,"This industry includes entities that focus on creating, modifying, testing, and supporting software to meet the needs of a particular customer.",it-system-custom-software-development,recQyjd7n1QCv1dnk,,2023-02-24 10:28:27,2023-02-24 10:28:27,
IT System Data,"This industry includes entities that provide human expertise for data collection, data annotation, data review, data normalization, and data entry and other manual or semi-automated data services.",it-system-data,recT4Gad6GC0WozM2,,2023-02-16 15:33:40,,
IT System Design,"This industry includes entities that plan and design computer systems that integrate computer hardware, software, and communication technologies.",it-system-design,recV86L0DAXj7ZSYE,,2023-02-16 15:33:40,,
IT System Installation and Disposal,"This industry includes entities that provide IT services related to installing and deploying new IT systems, disaster recovery services, and/or uninstalling, and disposing of no-longer-needed IT systems or components.",it-system-installation-and-disposal,recNKwRWTWI2c8otj,,2023-02-16 15:33:40,,
IT System Operations and Maintenance,"This industry includes entities that manage and/or operate clients' computer systems and/or data processing facilities (on-site or remote).",it-system-operations-and-maintenance,recd4S5jXwnCygnNI,,2023-02-16 15:33:40,,
IT System Testing and Evaluation,This industry includes entities that provide training for and evaluation of IT systems and components.,it-system-testing-and-evaluation,reciWVqRDKscG1bGo,,2023-02-16 15:33:40,,
IT System Training and Support,This industry includes entities that provide training and technical support for users and maintainers of IT systems.,it-system-training-and-support,reckU5itoBOePKlmT,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Janitorial Services,"This industry includes entities that clean building interiors, interiors of transportation equipment (e.g., aircraft, rail cars, ships), and/or windows.",janitorial-services,rec6UqvpxhTio50zG,,2023-02-16 15:33:40,,
Landscaping Services,"This industry includes entities that
1. Provide landscape care and maintenance services and/or installing trees, shrubs, plants, lawns, or gardens
2. Provide these services along with the design of landscape plans and/or the installation of walkways, retaining walls, decks, fences, ponds, and similar structures.",landscaping-services,reczWZ5cwXEfIhIUV,,2023-02-16 15:33:40,,
Language Schools,This industry includes entities that offer foreign language instruction (including sign language).,language-schools,reclynMKkF8Lp7ezU,,2023-02-16 15:33:40,,
Laundry and Drycleaning Services,"This industry includes entities that operate coin-operated or similar self-service laundries and drycleaners; that provide drycleaning and laundry services (except coin-operated); and supply, on a rental or contract basis, laundered items (e.g., uniforms, gowns, shop towels, etc.).",laundry-and-drycleaning-services,recjnSLaQuH3FdyDw,,2023-02-16 15:33:40,,
Law Enforcement,"This industry includes government entities that enforce criminal and civil law, provide police activity, traffic safety, and other activities related to the enforcement of the law and preservation of order. Combined police and fire departments are included.",law-enforcement,recxHOMWTQjn1ziZr,,2023-02-16 15:33:40,,
Law Practice,"This industry includes offices of lawyers or attorneys (i.e., counselors-at-law) that provide expertise in a range or in specific areas of law, such as criminal law, corporate law, family and estate law, patent law, real estate law, or tax law.",law-practice,recJ9mLjGliWO0ecR,,2023-02-16 15:33:40,,
Leasing Non-residential Real Estate,This industry includes entities that act as lessors of buildings (except miniwarehouses and self-storage units) that are not used as residences or dwellings.,leasing-non-residential-real-estate,recP5yLnn1mACHYtq,,2023-02-16 15:33:40,,
Leasing Real Estate,,leasing-real-estate,recr8BbQiAQMLCdWu,,2023-02-16 15:33:40,,
Leasing Real Estate Agents and Brokers,This industry includes entities that primarily act as agents and/or brokers in selling real estate for others; buying real estate for others; and/or renting real estate for others.,leasing-real-estate-agents-and-brokers,recZV1llflSuuE2xH,,2023-02-16 15:33:40,,
Leasing Residential Real Estate,"This industry includes entities that primarily act as lessors of
1. Residential buildings and dwellings
2. Nonresidential buildings (except miniwarehouses)
3. Miniwarehouses and self-storage units
4. Other real estate property.",leasing-residential-real-estate,rec0zHCxqyi2rJ6SO,,2023-02-16 15:33:40,,
Leather Product Manufacturing,,leather-product-manufacturing,recb3eg3vvLtoB4uM,,2023-02-16 15:33:40,,
Legal Services,,legal-services,reczkmMk1uTQ3homB,,2023-02-16 15:33:40,,
Legislative Offices,This industry includes government entities that serve as legislative bodies and their advisory committees and commissions.,legislative-offices,recaUIdsEUrXE2r0g,,2023-02-16 15:33:40,,
"Leisure, Travel & Tourism","This industry includes entities that participate in business focused on recreation, entertainment, sports, and tourism-related products and services; and in the business of attracting, accommodating, and entertaining tourists, and the business of operating tours.",leisure-travel-and-tourism,rec65nHifWC1ySeJi,,2023-02-16 15:33:40,,
Libraries,"This industry includes entities that provide library or archive services. They maintain collections of documents (e.g., books, journals, newspapers, and music) and archival material of historical interest for informational, research, educational, or recreational use. All or portions may be accessible electronically.",libraries,recnFmrMc0CyP4nfZ,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Lime and Gypsum Products Manufacturing,"This industry includes entities that manufacture lime from calcitic limestone, dolomitic limestone, or other calcareous materials or manufacturing gypsum products.",lime-and-gypsum-products-manufacturing,rec7JYQUw8dqmiPC8,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Loan Brokers,This industry includes entities that primarily arrange loans by bringing borrowers and lenders together on a commission or fee basis.,loan-brokers,rechExppvEZN2CevT,,2023-02-16 15:33:40,,
Luxury Goods and Jewelry,"This industry includes entities that produce and/or sell goods that are not necessary but deemed highly desirable within a culture or society, such as haute couture apparel, fine jewelry and watches, and high-end luggage.",luxury-goods-and-jewelry,recr0kQ62Dr3wtVLw,,2023-02-16 15:33:40,,
Machinery,,machinery,recspDwVUaoWaTLUF,,2023-02-16 15:33:40,,
Machinery Manufacturing,,machinery-manufacturing,recwRZ7Qb9LEHxukj,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Magnetic and Optical Media Manufacturing,"This industry includes entities that manufacture optical and magnetic media, such as blank audio tapes, blank video tapes, and blank diskettes, and/or mass duplicate (i.e., making copies) audio, video, software, and other data on magnetic, optical, and similar media.",magnetic-and-optical-media-manufacturing,recPfwMscZZ6skJvs,,2023-02-16 15:33:40,,
Manufacturing,,manufacturing,recSvkrwyGmrL99Yz,,2023-02-16 15:33:40,,
Maritime,"This industry includes entities that participate in the construction, repair, and scrapping of watercraft, as well as the movement of cargo and other materials.",maritime,rec0UqzujRRpcMM29,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Maritime Transportation,"This industry includes entities that transport passengers and cargo using watercraft, such as ships, barges, and boats. This includes deep sea, coastal, and inland water transportation.",maritime-transportation,recpQ23UmYusr3156,,2023-02-16 15:33:40,,
Market Research,"This industry includes entities that systematically gather, record, tabulate, and present marketing and public opinion data.",market-research,reczG6oMRyM6MqDTf,,2023-02-16 15:33:40,,
Marketing,"This industry includes entities that provide operating advice and assistance to businesses and other organizations on marketing issues, such as developing marketing objectives and policies, sales forecasting, new product development and pricing, licensing and franchise planning, and marketing planning and strategy.",marketing,rec1ZC9A85VSyuNB8,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Materials,,materials,rec8m4Ic06Kmqtuq2,,2023-02-16 15:33:40,,
Mattress and Blinds Manufacturing,"This industry includes entities that manufacture furniture related products, such as mattresses, blinds, and shades.",mattress-and-blinds-manufacturing,recekncNjOsL8JEWG,,2023-02-16 15:33:40,,
Measuring and Control Instrument Manufacturing,"This industry includes entities that manufacture navigational, measuring, electromedical, and control instruments. Examples of products made by these entities are aeronautical instruments, appliance regulators and controls (except switches), laboratory analytical instruments, navigation and guidance systems, and physical properties testing equipment.",measuring-and-control-instrument-manufacturing,recNGtg83carrhacl,,2023-02-16 15:33:40,,
Meat Products Manufacturing,"This industry includes entities that slaughter animals, prepare processed meats and meat byproducts, and render and/or refine animal fat, bones, and meat scraps. Entities that assembly cut and pack meats (i.e., boxed meats) from purchased carcasses are included.",meat-products-manufacturing,rec1fyE7J8L5eBwUE,,2023-02-16 15:33:40,,
Mechanical or Industrial Engineering,"This industry includes entities that conduct engineering projects that combine engineering physics and mathematics principles with materials science, to design, analyze, manufacture, and maintain mechanical or industrial systems.",mechanical-or-industrial-engineering,recBPRBVmncPTsN4f,,2023-02-16 15:33:40,,
Media and Telecommunications,,media-and-telecommunications,recQ5eZXskrrdwHpv,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Media Production,This industry includes entities that produce multimedia content. Entities in this industry do not distribute or broadcast this content themselves.,media-production,recOpKlCegctrrb5h,,2023-02-16 15:33:40,,
Medical and Diagnostic Laboratories,"This industry includes medical and diagnostic laboratories that provide analytic or diagnostic services, including body fluid analysis and diagnostic imaging, generally to the medical profession or to the patient on referral from a health practitioner.",medical-and-diagnostic-laboratories,recal6bLwLr10Wv35,,2023-02-16 15:33:40,,
Medical Devices,"This industry includes entities that produce and distribute instruments, apparatus, implements, machines, contrivances, implants, in vitro reagents, or other similar products which are intended for use in the diagnosis, mitigation or treatment of disease or other medical conditions.",medical-devices,reciW6sTcttbV89y7,,2023-02-16 15:33:40,,
Medical Equipment Manufacturing,"This industry includes entities that manufacture medical equipment and supplies. Example products include surgical and medical instruments, surgical appliances and supplies, dental equipment and supplies, orthodontic goods, ophthalmic goods, dentures, and orthodontic appliances.",medical-equipment-manufacturing,recyet0UVXvdjqDqn,,2023-02-16 15:33:40,,
Medical Practices,,medical-practices,reczZEoczT1R2jSLS,,2023-02-16 15:33:40,,
Mental Health Care,"This industry includes independent mental health practitioners (except physicians) that diagnose and treat mental, emotional, and behavioral disorders and/or individual or group social dysfunction brought about by mental illness, alcohol and substance abuse, physical and emotional trauma, or stress. They operate private or group practices in their own offices or in the facilities of others (e.g., hospitals).",mental-health-care,recIoXUy57MVe9ebe,,2023-02-16 15:33:40,,
Metal Ore Mining,"This industry includes entities that develop mine sites or mine metallic minerals, and those that dress ore or beneficiate (e.g., crush, grind, wash, dry, sinter, concentrate, calcine, and leach).",metal-ore-mining,recGIPwAYUMWRzbgw,,2023-02-27 08:39:16,2023-02-27 08:39:16,
